Wall time,Step,Value
1610301901.749989,1,0.13372093439102173
1610301963.6230712,2,0.13372093439102173
1610302024.8542197,3,0.16569767892360687
1610302086.1933155,4,0.1758720874786377
1610302147.831299,5,0.20784883201122284
1610302207.7542095,6,0.21511627733707428
1610302267.8326826,7,0.23546510934829712
1610302328.4360378,8,0.28052327036857605
1610302387.798386,9,0.2906976640224457
1610302447.665543,10,0.2761628031730652
1610302507.7290788,11,0.3139534890651703
1610302568.80376,12,0.3154069781303406
1610302628.4162905,13,0.3488371968269348
1610302691.8135858,14,0.3517441749572754
1610302753.062759,15,0.35610464215278625
1610302813.9766035,16,0.35901162028312683
1610302875.0735152,17,0.385174423456192
1610302938.4928846,18,0.39244186878204346
1610302998.8942797,19,0.40552327036857605
1610303059.787007,20,0.4011628031730652
1610303120.6658869,21,0.4156976640224457
1610303181.446907,22,0.4244185984134674
1610303243.416147,23,0.44331395626068115
1610303307.0420625,24,0.4113371968269348
1610303367.725231,25,0.4011628031730652
