Wall time,Step,Value
1610296917.069445,1,0.44622093439102173
1610296977.9605598,2,0.5029069781303406
1610297041.1198282,3,0.4127906858921051
1610297103.9148984,4,0.6279069781303406
1610297166.3916905,5,0.5494186282157898
1610297228.357616,6,0.6002907156944275
1610297292.074331,7,0.6773256063461304
1610297353.3251264,8,0.6511628031730652
1610297414.840809,9,0.7005813717842102
1610297474.7024934,10,0.7718023061752319
1610297535.2531767,11,0.8343023061752319
1610297597.9624376,12,0.8313953280448914
1610297661.4076333,13,0.7965116500854492
1610297724.5522702,14,0.8938953280448914
1610297787.6612227,15,0.8299418687820435
1610297848.9721835,16,0.8895348906517029
1610297911.4283664,17,0.8982558250427246
1610297974.0184345,18,0.917151153087616
1610298036.377602,19,0.9593023061752319
1610298098.4640841,20,0.9258720874786377
1610298161.2052922,21,0.9389534592628479
1610298223.2420068,22,0.9549418687820435
1610298282.9937387,23,0.944767415523529
1610298342.7124498,24,0.9287790656089783
1610298403.4796357,25,0.9345930218696594
