Wall time,Step,Value
1610226995.9125059,1,0.2863371968269348
1610227047.8717391,2,0.3997093141078949
1610227099.8658001,3,0.4883720874786377
1610227152.1595514,4,0.5261628031730652
1610227204.1203253,5,0.5436046719551086
1610227256.0631452,6,0.604651153087616
1610227308.227949,7,0.604651153087616
1610227360.370697,8,0.6380813717842102
1610227412.5927708,9,0.6540697813034058
1610227464.9714046,10,0.6831395626068115
1610227518.2671762,11,0.6918604373931885
1610227570.8831446,12,0.7107558250427246
1610227622.9131045,13,0.7354651093482971
1610227675.2317455,14,0.7456395626068115
1610227727.6285362,15,0.7514534592628479
