Wall time,Step,Value
1610290460.498431,1,3.07297420501709
1610290520.299464,2,1.269211769104004
1610290580.4196332,3,0.5296987891197205
1610290640.0506299,4,0.23940281569957733
1610290699.6316607,5,0.24642157554626465
1610290759.1015263,6,0.524894118309021
1610290817.883656,7,0.17864835262298584
1610290876.6525185,8,0.08357945084571838
1610290935.6362696,9,0.07736475020647049
1610290994.408658,10,0.09452471882104874
1610291052.8381577,11,0.4161004424095154
1610291111.176056,12,0.05769522488117218
1610291169.7435834,13,0.05036062002182007
1610291228.2603583,14,0.04012862965464592
1610291286.8639739,15,0.05088250711560249
