Wall time,Step,Value
1610285339.6159756,1,5.336925506591797
1610285403.3312094,2,2.5195865631103516
1610285463.8520725,3,0.7028414011001587
1610285525.1379397,4,0.7125344276428223
1610285585.7703664,5,0.4498181939125061
1610285645.2468011,6,0.8063398003578186
1610285704.8022745,7,0.2567894160747528
1610285764.4368708,8,0.20852763950824738
1610285823.8721282,9,0.053278692066669464
1610285883.3447797,10,0.0582084096968174
1610285942.6785276,11,0.04354657977819443
1610286001.7546558,12,0.03126250579953194
1610286061.0037665,13,0.06958263367414474
1610286120.5456307,14,0.10301599651575089
1610286181.417094,15,0.04844784364104271
