Wall time,Step,Value
1610286287.2586696,1,17.576520919799805
1610286349.5807233,2,3.482241630554199
1610286411.5955799,3,1.1549395322799683
1610286473.8777878,4,0.7204315662384033
1610286535.63954,5,0.8344843983650208
1610286597.152596,6,0.8556278944015503
1610286658.319263,7,2.7552335262298584
1610286719.1455915,8,0.3623853325843811
1610286780.1596138,9,0.37819525599479675
1610286841.131843,10,0.5799749493598938
1610286901.9130569,11,0.05809710547327995
1610286963.142179,12,0.44100889563560486
1610287024.1455595,13,0.09069982171058655
1610287085.3131647,14,0.02855871245265007
1610287146.2362905,15,0.044311925768852234
