Wall time,Step,Value
1610316956.3226779,1,0.34447672963142395
1610317017.375221,2,0.4229651093482971
1610317077.168803,3,0.5523256063461304
1610317137.715825,4,0.6061046719551086
1610317198.6260698,5,0.6656976938247681
1610317261.1040404,6,0.7180232405662537
1610317322.603621,7,0.7790697813034058
1610317383.7161305,8,0.8037790656089783
1610317443.605315,9,0.8590116500854492
1610317504.4318407,10,0.8866279125213623
1610317564.762184,11,0.8880813717842102
1610317625.498522,12,0.9127907156944275
1610317686.5186942,13,0.9098837375640869
1610317746.7044563,14,0.9520348906517029
1610317809.2160773,15,0.9258720874786377
1610317871.1720288,16,0.9593023061752319
1610317934.5895572,17,0.9287790656089783
1610317997.9611135,18,0.9651162624359131
1610318060.606878,19,0.9636628031730652
1610318121.501483,20,0.9607558250427246
1610318182.358263,21,0.957848846912384
1610318243.5925384,22,0.9622092843055725
1610318305.9833877,23,0.9607558250427246
1610318367.5417714,24,0.9636628031730652
1610318429.386795,25,0.9752907156944275
