Wall time,Step,Value
1610305707.6250796,1,0.4098837077617645
1610305768.5784087,2,0.3866279125213623
1610305828.6127663,3,0.5043604373931885
1610305889.2071264,4,0.5450581312179565
1610305949.2469594,5,0.5944767594337463
1610306010.0044212,6,0.7587209343910217
1610306071.1961408,7,0.7805232405662537
1610306132.0344305,8,0.8139534592628479
1610306191.0179822,9,0.8226743936538696
1610306250.973842,10,0.8619186282157898
1610306310.1029034,11,0.8590116500854492
1610306369.2062624,12,0.8473837375640869
1610306428.363086,13,0.8590116500854492
1610306488.058702,14,0.8517441749572754
1610306548.2392495,15,0.8691860437393188
1610306607.7305298,16,0.8662790656089783
1610306666.6121502,17,0.8662790656089783
1610306727.5395074,18,0.867732584476471
1610306786.66346,19,0.8430232405662537
1610306846.2343278,20,0.8851743936538696
1610306905.1741583,21,0.8633720874786377
1610306964.3745005,22,0.8604651093482971
1610307023.660435,23,0.8633720874786377
1610307085.1582773,24,0.854651153087616
1610307147.644652,25,0.854651153087616
