Wall time,Step,Value
1610286287.2587655,1,0.1991279125213623
1610286349.5807858,2,0.2892441749572754
1610286411.595643,3,0.6133720874786377
1610286473.8778565,4,0.7747092843055725
1610286535.639607,5,0.6976743936538696
1610286597.1526961,6,0.7252907156944275
1610286658.3193328,7,0.48255813121795654
1610286719.1456542,8,0.8648256063461304
1610286780.1596756,9,0.8895348906517029
1610286841.1319063,10,0.8473837375640869
1610286901.9131203,11,0.979651153087616
1610286963.1422527,12,0.867732584476471
1610287024.145624,13,0.9709302186965942
1610287085.3132327,14,0.9941860437393188
1610287146.2363575,15,0.9854651093482971
